RATING,REASON,SIDE EFFECTS FOR ZITHROMAX,COMMENTS,SEX,AGE,DURATION/DOSAGE,DATE ADDED
1,Pneumonia,"Insomnia,anxiety,panic attacks,paranoia,headache","Day 1....slept 16 hours,day 2....slept 18 hours,day 3 had to make myself get out of bed,Day 4 ....Well lets just say if I would of told anyone what i was thinking they would of had me committed then came the horrible headache then the thoughts of doom and gloom and what ifs? Then i couldnt sleep I had maybe an hours worth of rest,Day 5 repetitive thoughts anxiety panic attack and yet again NO sleep maybe 2 hours. Now im done with the zpac and this is Day 1 of no antibiotics still having doom and gloom thoughts anxiety and again no sleep. Hopefully this medication will be out of my system soon. NEVER AGAIN WILL I TAKE THIS MEDICATION!",F,50,5 days,4/29/2018Email
1,Sinus infection,"Turbo bad anxiety
Not feeling like myself
Constant worring
Depression symptoms",I am a person who is always on the go and is generally happy and making the best of every situation.. thatÃ¯Â¿Â½s all changed for the last couple of weeks after taking this medication... I feel horrible no motivation I have become worried about everything getting anxiety attacks throughout the day/constant fear of normal tasks. I have become extremely emotional.. I Pray that this soon wears off as it is Affecting my daily existence ..... please please please Beware and do your research before taking a drug like this,M,32,5 days,4/16/2018Email
1,Upper respiratory tract infection,"Severe Anxiety, Depression, Crying Spells , weakness in the arms and legs. Muscle tension , Brain Fog , Lack of concentration.","POISON !!! ThatÃ¯Â¿Â½s the only way I can label this drug. PURE POISON AND I HAVE NOTHING BUT PURE HATE FOR THE DOCTORS THAT HAND OUT THE DRUG AS IF IT WAS CANDY !!! I am currently on Day 28 and while some of the side effects have gone away , I am still left with a crippling anxiety that lasts for most of the early part of the day and goes away around the afternoon. This medicine has ruined my life for this past month. Unable to live my normal life. Have been off work for two weeks and I am clinging to the Lord and my Faith that this will go away soon. I did several tests at the doctor and I seem to be ok with the exception of this poison that is trapped in my system. Some have said it could take months to get back to normal. I hope my post can be the warning to any future victims. DO NOT TAKE THIS POISON. IÃ¯Â¿Â½m currently working on a lawsuit towards the company that made this medicine !",M,32,5 days,4/8/2018Email
1,Bronchitis,"Shortness of Breath, Severe Anxiety, Chest Tightness, Weakness in Arms and Legs.",I was prescribed the 5 day Z-Pack and had to stop after day 4. 5 days later and still having all the side effects.,F,45,0 days250,3/26/2018Email
1,Sinus infection,"Extreme fatigue, weakness, dulled appetite, dulled taste, dizziness.","Zithromax makes me want to sleep about 16 hours a day, and my entire body feels week and heavy. This is not good for my ability to function. I have been eating active culture yogurt to provide a probiotic, but it's not helping. Also, the zithromax has not helped my sinus infection.",F,38,10 days30 1X day,03/12/2018
1,Bronchitis,"This drug ruined my life. That was back in 2008. It wasn't until 2010 that I was able to get some sort of relief from the terrible effects of this drug. It caused anxiety, but in the beginning, it was a feeling of Doom and Gloom that I couldn't explain. The anxiety was crippling. I was on so much klonopin, Zyprexa, you name it, I was on it... It wasn't until I did amino acid therapy that this went away. I did not believe in amino acid therapy at the time, but my parents were so adamant on me trying it, and it works despite my beliefs! It really does work! Look in your area for a homeopath that uses amino acids as opposed to medication. I'm telling you, you will not be disappointed. I couldn't believe it worked for me. This drug truly took everything away from me. I couldn't go into grad school, nor could I hold down a job. It was awful. Amino acids were the light at the end of the tunnel. If you need to get in touch with me, please email me. Good luck to all of you!","This is the devil's drug, and it ruins lives. For an antibiotic to do all of this, it must be evil. I can't believe how crippling the anxiety was. I couldn't believe that I couldn't eat, couldn't sleep, and I would heave on food, or if pepper was cooking, Etc. Horrible.",F,38,5 days,2/24/2018Email
1,Infection,"Dizziness, depressed, anxiety, suicidal thoughts, crying spells, headaches, fatigue, confusion, foggy brain, heart palpitations",Was given this is the ER. It's been 10 days now and I'm still feeling side effects. I read that some people take weeks or months to recover!! Horrible drug. I am pissed and worried beyond belief that this is handed like candy to patients..do not take this drug!! It will make you crazy,M,30,1 days1 gram,01/01/2018
1,Sinus infection,Horrible pain in right side and nausea. (Had gallbladder out 2 months ago). Feel awful like gallbladder symptoms again and will not be taking this drug again.,,F,43,4 days250,12/30/2017
4,Upper respiratory,"Stomach
Lower back pain",,F,67,5 days,12/18/2017Email
1,For sinusitis,"Dizziness, felt like fainting, muscle pain/cramping, trouble sleeping, a bit of a brain fog, nervousness and anxieties",I need to know if I can get well from all those side effects? Please let me know!,M,65,1 days250mg,12/18/2017Email
1,Exposed to pertussis-preventative,"Days 1-5 caused stomach upset, decreased appetite and metallic taste. 2 days after finishing the generic Z-pack, accelerated heart rate, nausea, dizziness and episodes of significant anxiety started. I will not take this medicine again.",,F,45,5 days250mg,11/27/2017
3,"Throat infection, Cough, Cold","Severe insomnia, Severe diarrhoea, little anxiety",Did help control my throat infection but nor without above side effects,M,32,3 days500MG,11/25/2017
1,Sinus infection,"Severe nausea, fatigue, weakness, constipation, tinnitus, foggy brain","I didn't develop any symptoms until after taking all the pills. First day I felt a little lightheaded & dizzy. Two days later it hit me like a ton of bricks. So nauseous I thought I was going to vomit.I broke out in a sweat, like a bucket of water had been poured on me. Felt very weak & stayed in bed all day. Since then, I have pretty much been in bed for a month. Severe nausea, constipation, tinnitus, and don't sleep well. I force myself to eat, but nothing tastes good. Am getting very depressed because don't know how long this is going to last. Started taking probiotics & eating foods that help with getting the many different good bacterias back into your body like yogurt, sauerkraut, etc. Then there are the prebiotics you should eat, to feed the probiotics. I'm becoming an expect on this, because what else am I going to do while lying in bed. Don't EVER take this medication & it should be taken off of the market! After reading a lot of the horror stories of other people, have no idea how much longer I will have these terrible symptoms. Have never felt so bad in my life!!!",F,66,0 days,10/1/2017Email
1,Sinus infection,"After taking this I became very nauseous, no energy & developed tinnitus. It has been a month and I still fell very nauseous and stay in bed most of the day. I also became very constipated. Started taking probiotics, yogurt, sauerkraut & any other foods I have read about that might help. Some mornings I think I am feeling better and get up and start doing something, but then have to go back to bed because I feel bad again. This is very depressing & I can't work & have barely left the house. If I do, it's to go to the doctor, the pharmacy or race to the grocery. I eat, but nothing sounds or tastes good. I will never take this again & will be very cautious taking any antibiotics from now on. DO NOT TAKE THESE PILLS!",,F,66,5 days200,9/30/2017Email
1,Ear infection,Extreme fatigue/weakness/light headed with exertion/ hearing loss,Ear infection cleared but hearing loss was severe and gradually got better after 6 weeks - extreme fatigue lasted about 10 days,F,69,5 days250 mg,8/30/2017
5,Chlamydia Epididymitis,I took 1000mg first day with 200mg Doxycycline then 500mg Zithromax and 200mg Doxycycline each day for 8 days. The drugs together made me feel very tired and I was sweating heavily and had a higher temperature . No other problems and all symptoms went away before the end of the 8 days. In total over the 8 days I took 8.5 grams of Zithromax and 2.8 grams of Doxycycline. My partner took the same and she complained of stomach problems and cramps. She weighs 47Kg and I weigh 94kg so that is why it affected her more.,My partner took the same and she complained of stomach problems and cramps. She weighs 47Kg and I weigh 94kg so that is why it affected her more possibly?,M,63,8 days500 2X day,8/19/2017
5,Chlamydia,"Nausea
Abdominal Pain
Headache
Diarrhea",I do very well with medications and my stomach is pretty strong so I didn't have any severe issues with this medicine . I've looked up many reviews and I was so scared to take Zithromax. Before taking it eat a starchy food like pasta . Drink lots and lots of water before and after the pill . Get some ginger ale and crackers as well. You will feel so sick if you do not eat prior to taking this medication.,F,18,1 days1000MG,08/10/2017
